segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
1322,0.55018742,0.55060392,-85759377.80913512,52756.82175338,-206.43382310,94.27652359,126803480.28074096,-79219.16716070,-107.54759240,20.13666881
1323,0.55060392,0.55102041,75385908.68774241,-54397.75276866,-207.11725959,94.19350095,-126803480.33846733,79219.16721758,-107.54759238,20.08729535
1324,0.55102041,0.55143690,-49561769.05643827,39795.38594989,-213.19904502,94.10324830,126803480.35390222,-79219.16723282,-107.54759239,20.04708315
1325,0.55143690,0.55185339,35509554.00584853,-22131.02270039,-205.84195912,94.01777481,-126803480.35803223,79219.16723686,-107.54759238,19.99770969
1326,0.55185339,0.55226989,-50072751.07693652,22237.43295039,-205.79763998,93.93076954,126803480.35912758,-79219.16723794,-107.54759239,19.95749748
1327,0.55226989,0.55268638,77429836.76953913,-40327.43719989,-213.33200243,93.84529605,-126803480.35946642,79219.16723827,-107.54759239,19.90812402
1328,0.55268638,0.55310287,-93424108.11523327,56419.54751841,-206.62974907,93.75504340,126803480.35956146,-79219.16723837,-107.54759239,19.86791181
1329,0.55310287,0.55351937,79159672.73876666,-60311.94950188,-208.25090775,93.67202076,-126803480.35960308,79219.16723839,-107.54759239,19.81853836
1330,0.55351937,0.55393586,-56992094.95423982,38596.42959696,-217.29527256,93.58054268,126803480.35962355,-79219.16723842,-107.54759239,19.77832615
1331,0.55393586,0.55435235,61457093.54654406,-32614.01807598,-214.80363927,93.49261834,-126803480.35961683,79219.16723842,-107.54759239,19.72895269
1332,0.55435235,0.55476885,-80282817.75640823,44175.35328580,-209.98842260,93.40193679,126803480.35956767,-79219.16723841,-107.54759239,19.68874048
1333,0.55476885,0.55518534,51047993.70538127,-56136.37235736,-214.97010485,93.31634075,-126803480.35954435,79219.16723836,-107.54759239,19.63936702
1334,0.55518534,0.55560183,-15355695.58881723,7647.04335114,-235.16557716,93.22075750,126803480.35951099,-79219.16723834,-107.54759239,19.59915481
1335,0.55560183,0.55601833,52778484.53848970,-11539.58170778,-236.78679263,93.12302974,-126803480.35953736,79219.16723836,-107.54759239,19.54978136
1336,0.55601833,0.55643482,-87204781.08902486,54406.04662020,-218.93320458,93.02622106,126803480.35955982,-79219.16723837,-107.54759239,19.50956915
1337,0.55643482,0.55685131,87414456.04347545,-54554.52950103,-218.99504668,92.93817418,-126803480.35957390,79219.16723839,-107.54759239,19.46019569
1338,0.55685131,0.55726781,-87749816.02197012,54668.03115304,-218.94777402,92.84381635,126803480.35955948,-79219.16723839,-107.54759239,19.41998348
1339,0.55726781,0.55768430,54958624.27046932,-54973.55488024,-219.07502255,92.75576946,-126803480.35953572,79219.16723837,-107.54759239,19.37061002
1340,0.55768430,0.55810079,-23531219.58438030,13696.11309619,-236.26679339,92.65896078,126803480.35950492,-79219.16723836,-107.54759239,19.33039782
1341,0.55810079,0.55851728,81569949.95645176,-15705.66064523,-237.10375614,92.56123302,-126803480.35952140,79219.16723833,-107.54759239,19.28102436
1342,0.55851728,0.55893378,-128045353.17888558,86214.31014582,-207.73738817,92.46564977,126803480.35953195,-79219.16723834,-107.54759239,19.24081215
1343,0.55893378,0.55935027,100710708.74309576,-73775.71881573,-202.55680036,92.38483290,-126803480.35959390,79219.16723839,-107.54759239,19.19143869
1344,0.55935027,0.55976676,-91613515.55366780,52060.23546553,-211.60114994,92.29494787,126803480.35961732,-79219.16723841,-107.54759239,19.15122648
1345,0.55976676,0.56018326,65597908.87613512,-62408.96347700,-215.91132404,92.20922930,-126803480.35960077,79219.16723842,-107.54759239,19.10185302
1346,0.56018326,0.56059975,-53743919.29744031,19554.27127036,-233.76000884,92.11321714,126803480.35955915,-79219.16723839,-107.54759239,19.06164082
1347,0.56059975,0.56101624,70506893.95988172,-47597.64788513,-245.43988248,92.01536685,-126803480.35950869,79219.16723836,-107.54759239,19.01226736
1348,0.56101624,0.56143274,-53580429.47937369,40499.26251872,-248.39631121,91.90998018,126803480.35944626,-79219.16723833,-107.54759239,18.97205515
1349,0.56143274,0.56184923,64943949.60390721,-26448.37947966,-242.54421498,91.80967903,-126803480.35946062,79219.16723828,-107.54759239,18.92268169
1350,0.56184923,0.56226572,-89161168.28199188,54697.74663932,-230.77854769,91.70876517,126803480.35949494,-79219.16723831,-107.54759239,18.88246948
1351,0.56226572,0.56268222,91555278.92785369,-56707.29494585,-231.61551075,91.61569404,-126803480.35955687,79219.16723837,-107.54759239,18.83309603
1352,0.56268222,0.56309871,-93875981.18880585,57689.13853336,-231.20657964,91.51600560,126803480.35955489,-79219.16723838,-107.54759239,18.79288382
1353,0.56309871,0.56351520,83803201.23055172,-59606.96457636,-232.00534101,91.42293447,-126803480.35953589,79219.16723837,-107.54759239,18.74351036
1354,0.56351520,0.56393170,-58152857.49219578,45103.40764008,-238.04597280,91.32202061,126803480.35950950,-79219.16723836,-107.54759239,18.70329815
1355,0.56393170,0.56434819,78418093.56219423,-27557.38889328,-230.73817658,91.22649862,-126803480.35947265,79219.16723834,-107.54759239,18.65392469
1356,0.56434819,0.56476468,-130004576.92504701,70424.40231313,-212.88436007,91.13128299,126803480.35945019,-79219.16723831,-107.54759239,18.61371248
1357,0.56476468,0.56518117,120180199.29892071,-92013.63632709,-221.87612768,91.04544187,-126803480.35951290,79219.16723831,-107.54759239,18.56433903
1358,0.56518117,0.56559767,-101382488.44252993,58149.04501264,-235.98049724,90.94575344,126803480.35955226,-79219.16723835,-107.54759239,18.52412682
1359,0.56559767,0.56601416,85204309.87522210,-68526.28415338,-240.30254603,90.85023145,-126803480.35958636,79219.16723840,-107.54759239,18.47475336
1360,0.56601416,0.56643065,-56250784.81813464,37934.74442874,-253.04371209,90.74441589,126803480.35956636,-79219.16723839,-107.54759239,18.43454115
1361,0.56643065,0.56684715,69408694.22127897,-32349.45151228,-250.71747597,90.64154134,-126803480.35955162,79219.16723837,-107.54759239,18.38516769
1362,0.56684715,0.56726364,-95869052.23525177,54375.28095912,-241.54386937,90.53652230,126803480.35956177,-79219.16723837,-107.54759239,18.34495549
1363,0.56726364,0.56768013,122402809.30140583,-65411.12333316,-246.14022188,90.43842692,-126803480.35956767,79219.16723839,-107.54759239,18.29558203
1364,0.56768013,0.56809663,-135927713.96505985,87528.66338247,-236.92841845,90.33340788,126803480.35953195,-79219.16723838,-107.54759239,18.25536982
1365,0.56809663,0.56851312,108368770.89745016,-82310.21287542,-234.75496967,90.24009166,-126803480.35954860,79219.16723834,-107.54759239,18.20599636
1366,0.56851312,0.56892961,-97401925.02779692,53094.33218592,-246.92318320,90.13586915,126803480.35956390,-79219.16723836,-107.54759239,18.16578415
1367,0.56892961,0.56934611,98054962.97295775,-68607.36505831,-253.38425479,90.03520037,-126803480.35959701,79219.16723840,-107.54759239,18.11641070
1368,0.56934611,0.56976260,-94672482.26800416,53910.28963510,-259.50548570,89.92485073,126803480.35959814,-79219.16723840,-107.54759239,18.07619849
1369,0.56976260,0.57017909,97450999.85883604,-64381.02515208,-263.86647509,89.81928025,-126803480.35961781,79219.16723840,-107.54759239,18.02682503
1370,0.57017909,0.57059559,-94986072.57169941,57381.99008179,-266.78152510,89.70525432,126803480.35964763,-79219.16723842,-107.54759239,17.98661282
1371,0.57059559,0.57101208,99309324.18773809,-61301.14932475,-268.41382799,89.59723299,-126803480.35969777,79219.16723844,-107.54759239,17.93723936
1372,0.57101208,0.57142857,-102105779.58344072,62783.80384610,-267.79631257,89.48198164,126803480.35975178,-79219.16723849,-107.54759239,17.89702715
1373,0.57142857,0.57184506,125929827.90587458,-64795.26268878,-268.63407135,89.37396030,-126803480.35964829,79219.16723847,-107.54759239,17.84765370
1374,0.57184506,0.57226156,-135318321.85725266,92551.46105868,-257.07380548,89.25993438,126803480.35959716,-79219.16723840,-107.54759239,17.80744149
1375,0.57226156,0.57267805,110884923.03984128,-76525.99232399,-250.39930788,89.15914306,-126803480.35961224,79219.16723840,-107.54759239,17.75806803
1376,0.57267805,0.57309454,-99595186.52817711,62022.43296528,-256.43994068,89.04958994,126803480.35962634,-79219.16723842,-107.54759239,17.71785582
1377,0.57309454,0.57351104,112792596.01054946,-62419.69930650,-256.60539938,88.94634777,-126803480.35961765,79219.16723842,-107.54759239,17.66848236
1378,0.57351104,0.57392753,-142949013.74047598,78512.32403030,-249.90293178,88.83679465,126803480.35961781,-79219.16723841,-107.54759239,17.62827016
1379,0.57392753,0.57434402,154544922.46825659,-100099.52154297,-258.89385119,88.73600333,-126803480.35967648,79219.16723842,-107.54759239,17.57889670
1380,0.57434402,0.57476052,-142785700.36294195,93001.17291966,-261.85026461,88.62197741,126803480.35974604,-79219.16723848,-107.54759239,17.53868449
1381,0.57476052,0.57517701,112139342.50078946,-85406.61595528,-258.68718383,88.51873524,-126803480.35964666,79219.16723847,-107.54759239,17.48931103
1382,0.57517701,0.57559350,-97145485.86648449,54709.18058882,-271.47245470,88.40428041,126803480.35959652,-79219.16723840,-107.54759239,17.44909882
1383,0.57559350,0.57601000,101739373.90224192,-66672.10121021,-276.45492893,88.29368568,-126803480.35961191,79219.16723840,-107.54759239,17.39972537
1384,0.57601000,0.57642649,-101185825.96815196,60449.14898002,-279.04674577,88.17432916,126803480.35962470,-79219.16723842,-107.54759239,17.35951316
1385,0.57642649,0.57684298,128300702.90726279,-65980.45447873,-281.35049649,88.06128357,-126803480.35961191,79219.16723842,-107.54759239,17.31013970
1386,0.57684298,0.57725948,-137241036.30016807,94328.62870402,-269.54367674,87.94192704,126803480.35959683,-79219.16723840,-107.54759239,17.26992749
1387,0.57725948,0.57767597,124685644.98841406,-77151.21673559,-262.38940270,87.83611148,-126803480.35964666,79219.16723840,-107.54759239,17.22055403
1388,0.57767597,0.57809246,-144394620.70246002,78640.92610708,-261.76894899,87.72245318,126803480.35974604,-79219.16723847,-107.54759239,17.18034182
1389,0.57809246,0.57850895,156915040.51701918,-101777.17556193,-271.40503789,87.61663761,-126803480.35967648,79219.16723848,-107.54759239,17.13096837
1390,0.57850895,0.57892545,-142339826.41869673,94284.93253931,-274.52550562,87.49728109,126803480.35961781,-79219.16723842,-107.54759239,17.09075616
1391,0.57892545,0.57934194,116466467.85277174,-83565.74603466,-270.06103810,87.38901467,-126803480.35961749,79219.16723841,-107.54759239,17.04138270
1392,0.57934194,0.57975843,-106419122.04074532,61956.70442695,-279.06105543,87.27045466,126803480.35962634,-79219.16723842,-107.54759239,17.00117049
1393,0.57975843,0.58017493,142987532.42521045,-71011.79458273,-282.83243826,87.15728654,-126803480.35961224,79219.16723842,-107.54759239,16.95179703
1394,0.58017493,0.58059142,-182274319.12146258,107648.17929301,-267.57363579,87.03750111,126803480.35959716,-79219.16723840,-107.54759239,16.91158483
1395,0.58059142,0.58100791,168857376.51276979,-120099.82460721,-272.75966050,86.93156300,-126803480.35964829,79219.16723840,-107.54759239,16.86221137
1396,0.58100791,0.58142441,-143748732.80443126,90883.98611263,-284.92785646,86.80932672,126803480.35975178,-79219.16723847,-107.54759239,16.82199916
1397,0.58142441,0.58184090,118640496.57772461,-88727.09194368,-284.02952486,86.69603605,-126803480.35969777,79219.16723849,-107.54759239,16.77262570
1398,0.58184090,0.58225739,-105225591.37696137,59511.76258909,-296.19750876,86.57092002,126803480.35964763,-79219.16723844,-107.54759239,16.73241349
1399,0.58225739,0.58267389,144520120.22282407,-71965.44446251,-301.38438168,86.45027679,-126803480.35961781,79219.16723842,-107.54759239,16.68304003
1400,0.58267389,0.58309038,-181117461.79819068,108609.46626989,-286.12239842,86.32270991,126803480.35959701,-79219.16723840,-107.54759239,16.64282783
1401,0.58309038,0.58350687,171178098.60056320,-117693.06825514,-289.90565622,86.20929670,-126803480.35959323,79219.16723840,-107.54759239,16.59345437
1402,0.58350687,0.58392337,-145707739.30171916,96190.43686844,-298.86135443,86.08050439,126803480.35959914,-79219.16723840,-107.54759239,16.55324216
1403,0.58392337,0.58433986,132636539.65752035,-85868.37941860,-294.56228843,85.96218947,-126803480.35967566,79219.16723841,-107.54759239,16.50386870
1404,0.58433986,0.58475635,-150770018.02236697,79858.24239422,-297.06546920,85.83419368,126803480.35981026,-79219.16723849,-107.54759239,16.46365649
1405,0.58475635,0.58517284,191427213.48384351,-108525.78678820,-309.00530443,85.71342792,-126803480.35975643,79219.16723853,-107.54759239,16.41428304
1406,0.58517284,0.58558934,-190901877.02393889,130658.56991798,-299.78715236,85.57973390,126803480.35967712,-79219.16723847,-107.54759239,16.37407083
1407,0.58558934,0.58600583,171889405.41965181,-107869.38971210,-290.29561541,85.46374729,-126803480.35962732,79219.16723843,-107.54759239,16.32469737
1408,0.58600583,0.58642232,-187956838.58251783,106902.87861733,-290.69816064,85.33654804,126803480.35960603,-79219.16723841,-107.54759239,16.28448516
1409,0.58642232,0.58683882,188127798.89606538,-127945.31619632,-299.46219129,85.22043889,-126803480.35962011,79219.16723841,-107.54759239,16.23511170
1410,0.58683882,0.58725531,-189705685.34319663,107116.49000452,-308.13725426,85.08711250,126803480.35964829,-79219.16723843,-107.54759239,16.19489949
1411,0.58725531,0.58767180,178884792.46256286,-129916.85278165,-317.63344867,84.96365079,-126803480.35969760,79219.16723844,-107.54759239,16.14552604
1412,0.58767180,0.58808830,-150984812.84882349,93596.00743813,-332.76083115,84.82174642,126803480.35975063,-79219.16723849,-107.54759239,16.10531383
1413,0.58808830,0.58850479,162999618.33935219,-95056.40345165,-333.36907605,84.68848130,-126803480.35964435,79219.16723847,-107.54759239,16.05594037
1414,0.58850479,0.58892128,-183834015.25923896,108608.25919644,-327.72482127,84.54492260,126803480.35958275,-79219.16723840,-107.54759239,16.01572816
1415,0.58892128,0.58933778,189007031.86134896,-121088.55287258,-332.92277782,84.41398579,-126803480.35958308,79219.16723839,-107.54759239,15.96635470
1416,0.58933778,0.58975427,-188864701.35029677,115071.83679175,-335.42869872,84.26797624,126803480.35959683,-79219.16723840,-107.54759239,15.92614250
1417,0.58975427,0.59017076,183122362.70358473,-120910.71383337,-337.86055088,84.13458858,-126803480.35960308,79219.16723841,-107.54759239,15.87676904
1418,0.59017076,0.59058726,-160295338.62700230,107896.90303909,-343.28071364,83.98612817,126803480.35961388,-79219.16723840,-107.54759239,15.83655683
1419,0.59058726,0.59100375,204484890.38718107,-92388.81786096,-336.82170274,83.85028966,-126803480.35967548,79219.16723842,-107.54759239,15.78718337
1420,0.59100375,0.59142024,-265834072.90685806,163110.83693352,-307.36646781,83.70875291,126803480.35974506,-79219.16723848,-107.54759239,15.74697116
1421,0.59142024,0.59183673,232972849.91876879,-169043.35661932,-309.83732149,83.58982528,-126803480.35964435,79219.16723846,-107.54759239,15.69759771
1422,0.59183673,0.59225323,-208097411.16754580,122051.41629044,-329.40914170,83.44828854,126803480.35958833,-79219.16723840,-107.54759239,15.65738550
1423,0.59225323,0.59266972,224568123.09267002,-137962.00874191,-336.03579412,83.31722919,-126803480.35958062,79219.16723839,-107.54759239,15.60801204
1424,0.59266972,0.59308621,-232215165.60199156,142631.23127393,-334.09109502,83.16956531,126803480.35955720,-79219.16723839,-107.54759239,15.56779983
1425,0.59308621,0.59350271,208169297.41407245,-147516.83070274,-336.12591361,83.03838342,-126803480.35954556,79219.16723837,-107.54759239,15.51842637
1426,0.59350271,0.59391920,-200171134.86203459,112586.41471260,-350.67419182,82.88783979,126803480.35959570,-79219.16723837,-107.54759239,15.47821416
1427,0.59391920,0.59433569,226147309.55303434,-137523.29148737,-361.06022963,82.74685448,-126803480.35970956,79219.16723843,-107.54759239,15.42884071
1428,0.59433569,0.59475219,-237977448.57160947,145043.10945354,-357.92827712,82.58895830,126803480.35980175,-79219.16723852,-107.54759239,15.38862850
1429,0.59475219,0.59516868,238119982.01041061,-152304.80629600,-360.95272395,82.44785045,-126803480.35968892,79219.16723850,-107.54759239,15.33925504
1430,0.59516868,0.59558517,-239581085.51382479,145221.20204688,-363.90299644,82.28829994,126803480.35961191,-79219.16723842,-107.54759239,15.29904283
1431,0.59558517,0.59600167,241042596.49967301,-154130.42500081,-367.61362658,82.14461869,-126803480.35960568,79219.16723840,-107.54759239,15.24966937
1432,0.59600167,0.59641816,-241187167.35059455,147047.32989258,-370.56368701,81.98218843,126803480.35960929,-79219.16723841,-107.54759239,15.20945717
1433,0.59641816,0.59683465,253025048.53480461,-154311.06329851,-373.58898206,81.83593379,-126803480.35960568,79219.16723841,-107.54759239,15.16008371
1434,0.59683465,0.59725115,-279030154.47625184,161838.51837764,-370.45384875,81.67184920,126803480.35961175,-79219.16723840,-107.54759239,15.11987150
1435,0.59725115,0.59766764,271139974.75961697,-186803.90704043,-380.85176156,81.52547202,-126803480.35968925,79219.16723842,-107.54759239,15.07049804
1436,0.59766764,0.59808413,-247497106.66307786,151979.90148889,-395.35572056,81.35403487,126803480.35980257,-79219.16723850,-107.54759239,15.03028583
1437,0.59808413,0.59850062,256648166.70312250,-157262.63078477,-397.55594101,81.19785428,-126803480.35971218,79219.16723852,-107.54759239,14.98091238
1438,0.59850062,0.59891712,-278731948.65974432,163413.96234700,-394.99395368,81.02353738,126803480.35960634,-79219.16723843,-107.54759239,14.94070017
1439,0.59891712,0.59933361,274804772.50297832,-184855.86105127,-403.92435714,80.86723424,-126803480.35956079,79219.16723838,-107.54759239,14.89132671
1440,0.59933361,0.59975010,-253973764.27510366,158507.03670340,-414.89846141,80.68679021,126803480.35955818,-79219.16723837,-107.54759239,14.85111450
1441,0.59975010,0.60016660,287370738.58534271,-158827.94573115,-415.03211782,80.52313452,-126803480.35956866,79219.16723838,-107.54759239,14.80174104
1442,0.60016660,0.60058309,-320515073.81149280,200235.86757833,-397.78600293,80.34348701,126803480.35958833,-79219.16723839,-107.54759239,14.76152883
1443,0.60058309,0.60099958,298420870.16337031,-200241.10927902,-397.78818606,80.18938965,-126803480.35965730,79219.16723841,-107.54759239,14.71215538
1444,0.60099958,0.60141608,-289693551.41014791,172629.61562316,-409.28818342,80.01053867,126803480.35974750,-79219.16723847,-107.54759239,14.67194317
1445,0.60141608,0.60183257,293839958.40076500,-189336.50442276,-416.24648779,79.84908874,-126803480.35967188,79219.16723848,-107.54759239,14.62256971
1446,0.60183257,0.60224906,-302191426.76026821,177810.46567400,-421.04700372,79.66411063,126803480.35962208,-79219.16723842,-107.54759239,14.58235750
1447,0.60224906,0.60266556,348412371.56265396,-199771.49196066,-430.19362025,79.49775900,-126803480.35961437,79219.16723841,-107.54759239,14.53298404
1448,0.60266556,0.60308205,-375683672.88389093,235562.58329465,-415.28687667,79.30910461,126803480.35960929,-79219.16723841,-107.54759239,14.49277184
1449,0.60308205,0.60349854,345259802.41087949,-233846.42072523,-414.57210675,79.14986045,-126803480.35959716,79219.16723841,-107.54759239,14.44339838
1450,0.60349854,0.60391504,-338769437.38434666,197548.58436960,-429.68990615,78.96157369,126803480.35955343,-79219.16723840,-107.54759239,14.40318617
1451,0.60391504,0.60433153,338991478.16148257,-225736.84343260,-441.43012234,78.79240358,-126803480.35955548,79219.16723835,-107.54759239,14.35381271
1452,0.60433153,0.60474802,-342129636.70648521,197826.01974283,-453.05478860,78.59388451,126803480.35956948,-79219.16723836,-107.54759239,14.31360050
1453,0.60474802,0.60516451,367181338.87735498,-229657.90783713,-466.31255124,78.41478845,-126803480.35968630,79219.16723841,-107.54759239,14.26422704
1454,0.60516451,0.60558101,-376898375.48544806,229127.60512918,-466.53341867,78.20726249,126803480.36004823,-79219.16723850,-107.54759239,14.22401484
1455,0.60558101,0.60599750,365272602.21402562,-241799.14474853,-471.81102784,78.02547049,-126803480.36145255,79219.16723886,-107.54759239,14.17464138
1456,0.60599750,0.60641399,-383682977.28493875,214601.44110824,-483.13868450,77.81341045,126803480.36670838,-79219.16724026,-107.54759239,14.13442917
1457,0.60641399,0.60683049,402800485.25263292,-264802.52884380,-504.04709255,77.62169250,-126803480.38627695,79219.16724543,-107.54759238,14.08505571
1458,0.60683049,0.60724698,-394710376.46531188,238488.37317950,-515.00675755,77.39492735,126803480.45927192,-79219.16726471,-107.54759239,14.04484350
1459,0.60724698,0.60766347,417862938.11223447,-254694.10470304,-521.75633337,77.19328344,-126803480.73184818,79219.16733664,-107.54759236,13.99547005
1460,0.60766347,0.60807997,-426971310.36546922,267417.02163449,-516.45732590,76.96198421,126803481.74912022,-79219.16760524,-107.54759247,13.95525784
1461,0.60807997,0.60849646,427531128.96618754,-266074.82805166,-515.89831149,76.76242353,-126803485.54567030,79219.16860774,-107.54759206,13.90588438
1462,0.60849646,0.60891295,-474090687.93705559,268116.50343464,-515.04796773,76.53228845,126803499.71443281,-79219.17234895,-107.54759361,13.86567217
1463,0.60891295,0.60932945,493546617.33519739,-324250.03709482,-538.42719874,76.33003183,-126803552.59293379,79219.18631132,-107.54758780,13.81629871
1464,0.60932945,0.60974594,-492583967.08133036,292426.28610620,-551.68157233,76.08519164,126803749.93817398,-79219.23841955,-107.54760950,13.77608650
1465,0.60974594,0.61016243,509984984.72138882,-323047.22544900,-564.43498313,75.87055821,-126804486.44061027,79219.43289013,-107.54752851,13.72671305
1466,0.61016243,0.61057893,-522882679.12660420,314168.49890095,-568.13291173,75.61628224,126807235.10506523,-79220.15866416,-107.54783079,13.68650084
1467,0.61057893,0.61099542,510428373.62850678,-339162.62870416,-578.54279503,75.39637948,-126817493.26061517,79222.86728970,-107.54670266,13.63712738
1468,0.61099542,0.61141191,-535065070.76045275,298607.10094397,-595.43389363,75.13346425,126855777.21836980,-79232.97601799,-107.55091288,13.59691517
1469,0.61141191,0.61182840,575676029.61203182,-369945.67385046,-625.14591900,74.89861129,-126998654.89390178,79270.70230567,-107.53520014,13.54754171
1470,0.61182840,0.61224490,-576943267.12425971,349349.65677684,-633.72401857,74.61566034,127531881.63808544,-79411.49872794,-107.59384088,13.50732951
1471,0.61224490,0.61266139,573628067.19716620,-371529.06099610,-642.96158801,74.37063633,-129521910.93926266,79936.95812931,-107.37499065,13.45795605
1472,0.61266139,0.61307788,-559100029.97694600,345207.38281546,-653.92438609,74.07984266,136948801.39981300,-81897.99931251,-108.19175083,13.41774384
1473,0.61307788,0.61349438,408470728.31440473,-353376.57800541,-657.32679974,73.82697592,-164666333.94083741,89216.70464395,-105.14356035,13.36837038
1474,0.61349438,0.61391087,-353920053.16782171,156999.17582352,-739.11663822,73.52141586,180581507.55541706,-116530.48478651,-116.51956208,13.32815817
1475,0.61391087,0.61432736,618791630.01237047,-285216.63404883,-792.51832844,73.21524308,-143584614.39876020,109102.38596163,-119.61331419,13.27246102
1476,0.61432736,0.61474386,-723620650.37687051,487950.75038961,-708.08096220,72.88039532,128928442.38607289,-70303.62953033,-103.45389877,13.23119486
1477,0.61474386,0.61516035,753398289.07880211,-416198.33379644,-678.19657379,72.61784772,-129743741.36100112,90789.80118947,-94.92154906,13.18522647
1478,0.61516035,0.61557684,-849942993.54791367,525157.29603967,-632.81591479,72.31761826,125218015.40424196,-71322.32879096,-86.81348058,13.15206761
1479,0.61557684,0.61599334,915454818.92421675,-536828.95162540,-637.67707913,72.08374564,-128742906.47122906,85134.99991072,-81.06059799,13.11258506
1480,0.61599334,0.61640983,-1064844011.52281845,607012.97122872,-608.44591728,71.79117509,124925102.82698432,-75726.60750856,-77.14206721,13.08429059
1481,0.61640983,0.61682632,1161827036.71972466,-723487.66790855,-656.95682802,71.56612554,-128572091.05199459,80364.73296664,-75.21031983,13.04805095
1482,0.61682632,0.61724282,-1379168096.96387029,728191.26177046,-654.99781350,71.25094588,124534753.72737847,-80283.44410791,-75.17646358,13.02137794
1483,0.61724282,0.61765931,1755498793.13910437,-995050.84189125,-766.14299473,71.00481899,-127181510.07297884,75320.16321493,-77.24363596,12.98513831
1484,0.61765931,0.61807580,-2138585647.32070827,1198408.70805298,-681.44584097,70.63994829,119362778.91091138,-83590.51159508,-80.68817922,12.95684383
1485,0.61807580,0.61849229,1746019394.00961280,-1473709.96831618,-796.10692396,70.40950686,-107884191.78607133,65550.81982214,-88.20158688,12.91736128
1486,0.61849229,0.61890879,-1748325980.98524618,707905.26784751,-1115.05931900,69.94844019,47345480.57970919,-69248.25362985,-89.74154265,12.88420242
1487,0.61890879,0.61932528,1904177146.04260039,-1476592.00118869,-1435.21206091,69.48051113,-14168448.92583733,-10091.05173933,-122.78581810,12.83823403
1488,0.61932528,0.61974177,-1758616397.62347269,902638.08549519,-1674.25992251,68.76418814,65436049.79593365,-27794.23656962,-138.56478033,12.78432048
1489,0.61974177,0.62015827,1401307427.97307658,-1294716.84697903,-1837.55803225,68.09639204,-30999894.42242859,53966.75859398,-127.66410477,12.72651543
1490,0.62015827,0.62057476,-1258291717.20451283,456187.89434515,-2186.79957853,67.20771283,15921649.54274154,15233.02961969,-98.84286853,12.68046597
1491,0.62057476,0.62099125,1361565562.94394565,-1116021.66484422,-2461.61580948,66.28515059,977937.05477898,35126.80247609,-77.86834454,12.64309131
1492,0.62099125,0.62140775,-1126423691.37578630,585226.43546020,-2682.68837482,65.16468199,2609696.10733792,36348.71466449,-48.09928284,12.61682366
1493,0.62140775,0.62182424,1305504948.80866075,-822216.74410143,-2781.39320974,64.06749648,-195174.54976258,39609.47614804,-16.46321836,12.60328447
1494,0.62182424,0.62224073,-1132425835.13582683,808984.77461000,-2786.90423410,62.86075786,-1828997.90828761,39365.60957191,16.42936211,12.60328447
1495,0.62224073,0.62265723,1394054877.16549683,-605957.95983714,-2702.34496098,61.75854811,-3710380.75157497,37080.31439287,48.26856410,12.61682366
1496,0.62265723,0.62307372,-1365285351.98495269,1135884.86877453,-2481.63404513,60.62864373,-5772572.95441329,32444.27013851,77.22507577,12.64309131
1497,0.62307372,0.62349021,1692479560.99042010,-570011.03124837,-2245.95148057,59.69345959,-6863968.23416251,25231.55924170,101.24666235,12.68046597
1498,0.62349021,0.62390671,-2129371421.51060009,1544707.28735697,-1839.99718814,58.78143602,-11657741.84681548,16655.17244350,118.69219825,12.72651543
1499,0.62390671,0.62432320,2038476933.09969473,-1115898.40382671,-1661.40123499,58.12920283,-2612799.05084557,2089.06434669,126.49904406,12.77799679
1500,0.62432320,0.62473969,-1796039756.82924891,1431136.49800489,-1530.10673512,57.39094471,-45220343.55692745,-1175.57420081,126.87950643,12.83085638
1501,0.62473969,0.62515618,1800030488.57296801,-812978.15026163,-1272.64803135,56.87216046,104943344.73730916,-57677.46119406,102.36762163,12.88022984
1502,0.62515618,0.62557268,-2179705162.06353569,1436122.83504411,-1013.11255248,56.33113471,-120946074.67313226,73447.08450021,108.93556137,12.92044205
1503,0.62557268,0.62598917,1863421535.79512954,-1287373.82725944,-951.15961296,56.00082104,125233993.23611657,-77672.54233003,107.17568722,12.96981551
1504,0.62598917,0.62640566,-1452559907.60061979,1040932.96465458,-1053.80053866,55.51598109,-126382937.55227980,78804.75034317,107.64724407,13.01002772
1505,0.62640566,0.62682216,1223652744.61606693,-774010.69332210,-942.62924697,55.15270344,126690796.25394839,-79108.12456597,107.52089080,13.05940117
1506,0.62682216,0.62723865,-1103063205.62673616,754918.18374926,-950.58114600,54.71424589,-126773286.74441068,79189.41344397,107.55474705,13.09961338
1507,0.62723865,0.62765514,1012442404.86629605,-623336.55047828,-895.77829999,54.36959472,126795390.00473160,-79211.19473314,107.54567530,13.14898684
1508,0.62765514,0.62807164,-940163524.36679041,641689.36147431,-888.13448034,53.96152774,-126801312.55549158,79217.03101201,107.54810607,13.18919905
1509,0.62807164,0.62848813,893474034.41468382,-533025.57942551,-842.87676187,53.63501288,126802899.49822280,-79218.59483826,107.54745474,13.23857251
1510,0.62848813,0.62890462,-868042716.47385728,583351.80634881,-821.91623420,53.25604978,-126803324.71824706,79219.01386423,107.54762927,13.27878472
1511,0.62890462,0.62932112,811310786.82709980,-501249.67196092,-787.72125945,52.95220531,126803438.65561335,-79219.12614191,107.54758250,13.32815817
