segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
1512,0.62932112,0.62973761,-777733021.90145433,512466.42986390,-783.04955686,52.59579005,-126803469.18502939,79219.15622662,107.54759503,13.36837038
1513,0.62973761,0.63015410,749342179.07701087,-459294.94693929,-760.90399963,52.30236170,126803477.36535180,-79219.16428779,107.54759168,13.41774384
1514,0.63015410,0.63057060,-720241007.77171361,476992.65707200,-753.53302498,51.95991630,-126803479.55722576,79219.16644777,107.54759258,13.45795605
1515,0.63057060,0.63098709,677175083.01617718,-422933.63335499,-731.01781310,51.67678154,126803480.14453956,-79219.16702649,107.54759233,13.50732951
1516,0.63098709,0.63140358,-646806386.36188495,423182.67195448,-730.91409023,51.34787710,-126803480.30190749,79219.16718156,107.54759240,13.54754171
1517,0.63140358,0.63182007,681191355.56724429,-384988.57297918,-715.00651049,51.07013421,126803480.34412819,-79219.16722316,107.54759238,13.59691517
1518,0.63182007,0.63223657,-695598549.92585242,466145.98208197,-681.20500732,50.75477074,-126803480.35545319,79219.16723432,107.54759239,13.63712738
1519,0.63223657,0.63265306,604352379.25448716,-402990.06530563,-654.90100200,50.50165892,126803480.35848303,-79219.16723731,107.54759238,13.68650084
1520,0.63265306,0.63306955,-546380517.04902816,352135.77299654,-676.08146527,50.20265489,-126803480.35927668,79219.16723810,107.54759239,13.72671305
1521,0.63306955,0.63348605,569417505.03026891,-330555.41865158,-667.09339599,49.94268068,126803480.35947166,-79219.16723830,107.54759239,13.77608650
1522,0.63348605,0.63390254,-581301270.56260526,380920.01453912,-646.11688791,49.64863962,-126803480.35948263,79219.16723834,107.54759239,13.81629871
1523,0.63390254,0.63431903,597318605.53176343,-345403.93868365,-631.32468639,49.40361562,126803480.35949601,-79219.16723832,107.54759239,13.86567217
1524,0.63431903,0.63473553,-608796631.82066786,400933.34436294,-608.19707053,49.12391205,-126803480.35950148,79219.16723832,107.54759239,13.90588438
1525,0.63473553,0.63515202,541162901.46448970,-359745.49589614,-591.04261469,48.89616656,126803480.35954669,-79219.16723836,107.54759239,13.95525784
1526,0.63515202,0.63556851,-497458724.64804554,316426.39264760,-609.08472350,48.62669530,-126803480.35955802,79219.16723838,107.54759239,13.99547005
1527,0.63556851,0.63598501,515790687.56998563,-305138.02798722,-604.38319719,48.39196488,126803480.35955784,-79219.16723838,107.54759239,14.04484350
1528,0.63598501,0.63640150,-524269254.59846246,339331.80237930,-590.14172514,48.12457684,-126803480.35954507,79219.16723838,107.54759239,14.08505571
1529,0.63640150,0.63681799,510168972.66796774,-315731.82269169,-580.31249579,47.89977238,126803480.35951918,-79219.16723836,107.54759239,14.13442917
1530,0.63681799,0.63723449,-483452604.21738780,321713.79080434,-577.82104718,47.64016580,-126803480.35947773,79219.16723834,107.54759239,14.17464138
1531,0.63723449,0.63765098,473798656.28702569,-282350.27110829,-561.42641173,47.42038558,126803480.35950272,-79219.16723831,107.54759239,14.22401484
1532,0.63765098,0.63806747,-511087520.24561340,309651.38189494,-550.05568671,47.17180784,-126803480.35953261,79219.16723833,107.54759239,14.26422704
1533,0.63806747,0.63848397,482472588.18255997,-328941.93786220,-558.09007070,46.95950272,126803480.35959193,-79219.16723839,107.54759239,14.31360050
1534,0.63848397,0.63890046,-411291018.16192925,273897.61421932,-581.01565323,46.70485912,-126803480.35960896,79219.16723841,107.54759239,14.35381271
1535,0.63890046,0.63931695,438436358.68109637,-240002.03362984,-566.89837685,46.48066737,126803480.35961781,-79219.16723841,107.54759239,14.40318617
1536,0.63931695,0.63973344,-467242133.41353965,307815.15755855,-538.65467675,46.23460175,-126803480.35963634,79219.16723842,107.54759239,14.44339838
1537,0.63973344,0.64014994,455247169.52612680,-275994.25528637,-525.40148963,46.02989428,126803480.35970104,-79219.16723843,107.54759239,14.49277184
1538,0.64014994,0.64056643,-478534261.54285026,292827.69747432,-518.39047664,45.79608292,-126803480.35977684,79219.16723850,107.54759239,14.53298404
1539,0.64056643,0.64098292,475124132.02127379,-305090.99666488,-523.49805648,45.59639970,126803480.35967188,-79219.16723849,107.54759239,14.58235750
1540,0.64098292,0.64139942,-431411930.57604963,288566.81094190,-530.38026628,45.35976986,-126803480.35959290,79219.16723841,107.54759239,14.62256971
1541,0.64139942,0.64181591,388032415.90095907,-250473.50214773,-514.51466495,45.15775833,126803480.35957193,-79219.16723839,107.54759239,14.67194317
1542,0.64181591,0.64223240,-386285720.23074532,234365.00168522,-521.22374469,44.92805215,-126803480.35956702,79219.16723838,107.54759239,14.71215538
1543,0.64223240,0.64264890,415893860.88274020,-248291.04191839,-527.02384475,44.72371231,126803480.35956866,-79219.16723838,107.54759239,14.76152883
1544,0.64264890,0.64306539,-427519657.68500698,271359.76301633,-517.41588094,44.49118765,-126803480.35957947,79219.16723838,107.54759239,14.80174104
1545,0.64306539,0.64348188,414732117.11961710,-262817.23534064,-513.85797687,44.29187205,126803480.35964616,-79219.16723840,107.54759239,14.85111450
1546,0.64348188,0.64389838,-390119484.35644591,255381.99471305,-516.95470349,44.06222715,-126803480.35976112,79219.16723847,107.54759239,14.89132671
1547,0.64389838,0.64431487,387567737.81153017,-232064.25812705,-507.24302645,43.86303409,126803480.35971236,-79219.16723850,107.54759239,14.94070017
1548,0.64431487,0.64473136,-385011906.03907150,252193.64001316,-498.85927722,43.63951632,-126803480.35964796,79219.16723845,107.54759239,14.98091238
1549,0.64473136,0.64514786,394301803.84897614,-228870.79901944,-489.14547423,43.44767583,126803480.35960405,-79219.16723842,107.54759239,15.03028583
1550,0.64514786,0.64556435,-417055748.50563300,263801.17580229,-474.59721234,43.23273604,-126803480.35959046,79219.16723839,107.54759239,15.07049804
1551,0.64556435,0.64598084,385987798.25778466,-257301.38376328,-471.89009363,43.05069895,126803480.35960568,-79219.16723840,107.54759239,15.11987150
1552,0.64598084,0.64639733,-360236622.85240507,224982.41247720,-485.35072307,42.83741349,-126803480.35963058,79219.16723841,107.54759239,15.16008371
1553,0.64639733,0.64681383,409574441.72132200,-225125.82099105,-485.41045173,42.64826893,126803480.35969089,-79219.16723843,107.54759239,15.20945717
1554,0.64681383,0.64723032,-453733295.95140016,286628.99998521,-459.79480034,42.43663780,-126803480.35976635,79219.16723849,107.54759239,15.24966937
1555,0.64723032,0.64764681,379189301.57109672,-280301.39895435,-457.15939799,42.26207581,126803480.35968892,-79219.16723848,107.54759239,15.29904283
1556,0.64764681,0.64806331,-304845827.83830035,193487.81583671,-493.31665876,42.05044468,-126803480.35964698,79219.16723843,107.54759239,15.33925504
1557,0.64806331,0.64847980,316084328.59406853,-187410.76122074,-490.78560728,41.85652095,126803480.35962437,-79219.16723843,107.54759239,15.38862850
1558,0.64847980,0.64889629,-333612935.21646267,207530.09083351,-482.40604476,41.64243897,-126803480.35957439,79219.16723841,107.54759239,15.42884071
1559,0.64889629,0.64931279,364502421.66355705,-209312.39381848,-483.14836170,41.45341695,126803480.35954556,-79219.16723837,107.54759239,15.47821416
1560,0.64931279,0.64972928,-374699408.12037504,246125.86731884,-467.81580298,41.24221471,-126803480.35957849,79219.16723837,107.54759239,15.51842637
1561,0.64972928,0.65014577,350674910.78923672,-222053.31817103,-457.78975169,41.06299611,126803480.35966597,-79219.16723841,107.54759239,15.56779983
1562,0.65014577,0.65056227,-344452657.30638558,216107.75320246,-460.26603864,40.85914643,-126803480.35974276,79219.16723848,107.54759239,15.60801204
1563,0.65056227,0.65097876,364789988.65074152,-214278.74072462,-459.50426751,40.68005037,126803480.35964435,-79219.16723846,107.54759239,15.65738550
1564,0.65097876,0.65139525,-373490693.15761143,241518.82943459,-448.15895776,40.47785501,-126803480.35959062,79219.16723840,107.54759239,15.69759771
1565,0.65139525,0.65181175,337071744.77348155,-225150.09162866,-441.34149095,40.30611151,126803480.35958995,-79219.16723840,107.54759239,15.74697116
1566,0.65181175,0.65222824,-299729447.38362414,196014.10425659,-453.47642947,40.10759244,-126803480.35959259,79219.16723840,107.54759239,15.78718337
1567,0.65222824,0.65264473,320774885.21736914,-178491.66090414,-446.17845223,39.93106977,126803480.35960308,-79219.16723840,107.54759239,15.83655683
1568,0.65264473,0.65306122,-374453020.51975310,222309.94494848,-427.92843805,39.73745240,-126803480.35961831,79219.16723841,107.54759239,15.87676904
1569,0.65306122,0.65347772,376455418.47732258,-245561.38431403,-437.61250276,39.57073314,126803480.35966828,-79219.16723842,107.54759239,15.92614250
1570,0.65347772,0.65389421,-340963762.01925319,224811.89991421,-446.25452041,39.37307187,-126803480.35973719,79219.16723847,107.54759239,15.96635470
1571,0.65389421,0.65431070,308092421.45856035,-201215.29128009,-436.42669508,39.20157345,126803480.35964435,-79219.16723846,107.54759239,16.01572816
1572,0.65431070,0.65472720,-290969590.02718729,183739.83757276,-443.70510145,39.00715955,-126803480.35959619,79219.16723840,107.54759239,16.05594037
1573,0.65472720,0.65514369,306234039.92853969,-179820.66641790,-442.07279360,38.83321028,126803480.35961241,-79219.16723840,107.54759239,16.10531383
1574,0.65514369,0.65556018,-333530235.89858294,202812.45302635,-432.49687248,38.64002181,-126803480.35962698,79219.16723842,107.54759239,16.14552604
1575,0.65556018,0.65597668,348579695.52404845,-213926.70053291,-437.12588019,38.47097424,126803480.35962011,-79219.16723842,107.54759239,16.19489949
1576,0.65597668,0.65639317,-336533420.41374171,221616.44256254,-433.92315548,38.27698925,-126803480.35962747,79219.16723841,107.54759239,16.23511170
1577,0.65639317,0.65680966,318246777.98927575,-198875.12813353,-424.45155430,38.11039253,126803480.35971268,-79219.16723843,107.54759239,16.28448516
1578,0.65680966,0.65722616,-336017357.75553918,198767.65985808,-424.49631410,37.92210577,-126803480.35983157,79219.16723852,107.54759239,16.32469737
1579,0.65722616,0.65764265,346515444.89152849,-221079.10118581,-433.78887608,37.75550906,126803480.35975643,-79219.16723854,107.54759239,16.37407083
1580,0.65764265,0.65805914,-325789296.02696258,211884.80330175,-437.61823797,37.56152406,-126803480.35965550,79219.16723847,107.54759239,16.41428304
1581,0.65805914,0.65847564,277334531.07438540,-195182.20547831,-430.66172076,37.39247649,126803480.35959028,-79219.16723841,107.54759239,16.46365649
1582,0.65847564,0.65889213,-249262260.06878182,151341.57345679,-448.92104272,37.19928803,-126803480.35957782,79219.16723838,107.54759239,16.50386870
1583,0.65889213,0.65930862,291437180.72157568,-160106.48160625,-452.57156673,37.02055959,126803480.35959323,-79219.16723839,107.54759239,16.55324216
1584,0.65930862,0.65972511,-324530868.20713353,204038.26731701,-434.27427988,36.82534917,-126803480.35961846,79219.16723840,107.54759239,16.59345437
1585,0.65972511,0.66014161,318898344.78741431,-201456.36184644,-433.19893400,36.65642414,126803480.35970302,-79219.16723843,107.54759239,16.64282783
1586,0.66014161,0.66055810,-301437889.92361069,197000.54542648,-435.05475092,36.46409348,-126803480.35980240,79219.16723851,107.54759239,16.68304003
1587,0.66055810,0.66097459,320339837.83080661,-179639.88346591,-427.82415451,36.29529099,126803480.35969777,-79219.16723851,107.54759239,16.73241349
1588,0.66097459,0.66139109,-330296840.38091367,220618.13964632,-410.75699242,36.10908746,-126803480.35959701,79219.16723842,107.54759239,16.77262570
1589,0.66139109,0.66180758,313059576.37339759,-192080.95287462,-398.87145024,35.95241669,126803480.35956292,-79219.16723838,107.54759239,16.82199916
1590,0.66180758,0.66222407,-329985870.50219303,199080.53363943,-395.95617296,35.77558767,-126803480.35957587,79219.16723838,107.54759239,16.86221137
1591,0.66222407,0.66264057,319095958.31563097,-213230.00842913,-401.84933197,35.62136776,126803480.35961241,-79219.16723840,107.54759239,16.91158483
1592,0.66264057,0.66305706,-296773341.74076092,185473.81287321,-413.40959667,35.44006593,-126803480.35964763,79219.16723842,107.54759239,16.95179703
1593,0.66305706,0.66347355,301484031.57044637,-185338.35923105,-413.35318116,35.27861600,126803480.35970268,-79219.16723844,107.54759239,17.00117049
1594,0.66347355,0.66389005,-325687929.10928661,191359.72269789,-410.84532466,35.09608875,-126803480.35977258,79219.16723849,107.54759239,17.04138270
1595,0.66389005,0.66430654,304998998.37039405,-215580.63020825,-420.93316619,34.93463882,126803480.35967648,-79219.16723849,107.54759239,17.09075616
1596,0.66430654,0.66472303,-253164182.53135729,165509.33027123,-441.78751851,34.74396248,-126803480.35959128,79219.16723842,107.54759239,17.13096837
1597,0.66472303,0.66513953,262418924.92045569,-150814.09646518,-435.66705462,34.57038083,126803480.35956146,-79219.16723838,107.54759239,17.18034182
1598,0.66513953,0.66555602,-279186427.30457497,177072.94008684,-424.73042671,34.38172644,-126803480.35957521,79219.16723838,107.54759239,17.22055403
1599,0.66555602,0.66597251,287813407.22067910,-171764.74500843,-422.51959994,34.21537481,126803480.35961191,-79219.16723840,107.54759239,17.26992749
1600,0.66597251,0.66638900,-288592346.14526582,187852.17363466,-415.81929647,34.03039670,-126803480.35964616,79219.16723842,107.54759239,17.31013970
1601,0.66638900,0.66680550,300042600.28302258,-172738.01313578,-409.52435249,33.86894678,126803480.35969710,-79219.16723844,107.54759239,17.35951316
1602,0.66680550,0.66722199,-328103199.55456340,202159.03011666,-397.27070110,33.69009580,-126803480.35975128,79219.16723849,107.54759239,17.39972537
1603,0.66722199,0.66763848,316101511.43867558,-207799.15341665,-399.61977369,33.53599843,126803480.35964666,-79219.16723847,107.54759239,17.44909882
1604,0.66763848,0.66805498,-295158964.35947710,187163.16824768,-408.21451970,33.35635093,-126803480.35959144,79219.16723840,107.54759239,17.48931103
1605,0.66805498,0.66847147,289540229.74465793,-181631.87260132,-405.91077308,33.19747440,126803480.35959128,-79219.16723840,107.54759239,17.53868449
1606,0.66847147,0.66888796,-288007838.36428261,180142.67518460,-406.53101357,33.01782689,-126803480.35959652,79219.16723840,107.54759239,17.57889670
1607,0.66888796,0.66930446,287497007.45750105,-179717.18116395,-406.35379823,32.85895036,126803480.35961749,-79219.16723840,107.54759239,17.62827016
1608,0.66930446,0.66972095,-286986075.21074867,179504.40249808,-406.44241909,32.67930285,-126803480.35964763,79219.16723842,107.54759239,17.66848236
1609,0.66972095,0.67013744,285453177.13062316,-179078.78185522,-406.26515101,32.52042633,126803480.35969777,-79219.16723844,107.54759239,17.71785582
1610,0.67013744,0.67055394,-279832517.05768645,177589.07794981,-406.88560245,32.34077882,-126803480.35975178,79219.16723849,107.54759239,17.75806803
1611,0.67055394,0.67097043,258882774.84644502,-172055.88297183,-404.58106477,32.18190229,126803480.35964829,-79219.16723847,107.54759239,17.80744149
1612,0.67097043,0.67138692,-246854231.66117862,151412.80696543,-413.17876406,32.00225478,-126803480.35959716,79219.16723840,107.54759239,17.84765370
1613,0.67138692,0.67180342,274814605.78632402,-157026.46624721,-415.51681458,31.83859909,126803480.35961257,-79219.16723840,107.54759239,17.89702715
1614,0.67180342,0.67221991,-285890814.40724659,186348.71799227,-403.30429823,31.65815506,-126803480.35962683,79219.16723842,107.54759239,17.93723936
1615,0.67221991,0.67263640,285273796.41008359,-170865.96056740,-396.85583616,31.50185193,126803480.35961962,-79219.16723842,107.54759239,17.98661282
1616,0.67263640,0.67305289,-288690994.15606880,185577.76672551,-390.72847000,31.32753502,-126803480.35962552,79219.16723841,107.54759239,18.02682503
1617,0.67305289,0.67346939,286015324.78156751,-175135.67870066,-386.37941210,31.17613360,126803480.35970530,-79219.16723843,107.54759239,18.07619849
1618,0.67346939,0.67388588,-288856927.89382017,182234.57300476,-383.42277140,31.00549297,-126803480.35980438,79219.16723851,107.54759239,18.11641070
1619,0.67388588,0.67430237,285937531.36199224,-178686.20320567,-381.94489977,30.85654240,126803480.35970335,-79219.16723851,107.54759239,18.16578415
1620,0.67430237,0.67471887,-288379820.47791648,178586.84722582,-381.98628085,30.68712720,-126803480.35961749,79219.16723843,107.54759239,18.20599636
1621,0.67471887,0.67513536,284106895.11714667,-181737.79310479,-383.29862816,30.53817663,126803480.35958964,-79219.16723840,107.54759239,18.25536982
1622,0.67513536,0.67555185,-281534382.91365194,173247.91507991,-386.83460401,30.36753600,-126803480.35956375,79219.16723839,107.54759239,18.29558203
1623,0.67555185,0.67596835,258555781.10478202,-178523.49214249,-389.03184560,30.21613458,126803480.35953818,-79219.16723837,107.54759239,18.34495549
